id,group,markType,markTypeName,title,lat,lng,layer,time,version,sourceUrl
dzys0sjddr,地点,201,庇护所,,-1504,-870,G,1743662868095,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
2k6glnztikk,地点,201,庇护所,,-1223,-1028,G,1743662879299,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
widc3kf3d4,地点,201,庇护所,,-168,474,G,1743662939848,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
27kqls8huy8,地点,201,庇护所,,-924,373,G,1743662972656,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
1hs0yeey8iw,地点,201,庇护所,,1566,848,G,1743663072680,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
146uvdmr33b,地点,201,庇护所,,-848,-589,G,1744155632231,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
xld1ojh928,地点,201,庇护所,,-65,-1879,G,1744272935712,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
1kqd8s0bdux,地点,201,庇护所,,-567,-953,G,1744273001193,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
2czp4kr8jpk,地点,201,庇护所,,730,2737,G,1744273211593,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
v4qtbbbg6k,地点,201,庇护所,,371,-380,G,1744375442860,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
1vntweg7mcn,地点,201,庇护所,,-1465,69,G,1745716204775,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
1ns95h3o0of,地点,201,庇护所,,-1196,-490,G,1745716318319,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
2poyro24kmo,地点,201,庇护所,,184,913,G,1747044078448,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/201/json?action=raw
ezevdy7qmo,地点,210,小庇护所,,927,2073,G,1743662196880,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
2ev1p39usuy,地点,210,小庇护所,地下,219,1486,B1,1743662289562,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
20vp63h9zd3,地点,210,小庇护所,,909,-1113,G,1743662471239,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
jexaj7zoti,地点,210,小庇护所,,-396,64,G,1743662922598,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
jexatb5ip9,地点,210,小庇护所,,-1016,-2217,G,1744272895214,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
1kqd8s0au8j,地点,210,小庇护所,,-474,-1281,G,1744272975763,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
22ni58hdz3h,地点,210,小庇护所,,-500,312,G,1744273134573,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
26hqxfb5ohn,地点,210,小庇护所,,-774,-322,G,1745716380219,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
1inxgz277dy,地点,210,小庇护所,,-900,296,G,1746153910054,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/210/json?action=raw
6ikgsqvsnt,地点,202,传送点,商店街周边的魔力之源,1292,-1434,G,1743568350425,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
20hiqb238yx,地点,202,传送点,月牙湖岸的魔力之源,688,-1617,G,1743568485930,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
16jxhl4rbcs,地点,202,传送点,彼得大道的魔力之源,1298,851,G,1743568812604,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1p5vnlmnm4q,地点,202,传送点,王国城堡的魔力之源,-442,1740,G,1743569234378,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
361qye05th,地点,202,传送点,港口驻地的魔力之源,39,2423,G,1743569326965,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1g07zhymvpo,地点,202,传送点,向日葵海岸的魔力之源,909,2416,G,1743569387532,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
11ts8mqd475,地点,202,传送点,月兔暗港的魔力之源,700,1748,G,1743569438849,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
b92slohg3,地点,202,传送点,望风半岛的魔力之源,415,1812,G,1743569490771,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1o2vyaqydk2,地点,202,传送点,监管区的魔力之源,447,1302,G,1743569541922,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
23586lfjon0,地点,202,传送点,二叠山丘的魔力之源,117,787,G,1743569577596,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
20oly6ie2mc,地点,202,传送点,拾荒港口的魔力之源,854,421,G,1743569637060,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1dqoyyh8z5w,地点,202,传送点,沉船漩涡的魔力之源,1165,-212,G,1743569706244,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1x1geizkvb9,地点,202,传送点,咸水湾的魔力之源,659,-46,G,1743569757829,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
45ux69rub,地点,202,传送点,信仰者村落的魔力之源,163,293,G,1743569837876,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
29u9ma6mf9k,地点,202,传送点,晨曦山的魔力之源,58,368,G,1743569839304,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1oysfq7gm9p,地点,202,传送点,圣所前哨的魔力之源,-8,-446,G,1743569941437,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
2o0pd5f0qyi,地点,202,传送点,聆风塔地的魔力之源,282,-1038,G,1743570000762,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1f7v408llbo,地点,202,传送点,奥贝斯坦湖的魔力之源,-21,-1722,G,1743570102068,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
2f24wx6mhaz,地点,202,传送点,轻风山的魔力之源,-183,-2237,G,1743570168603,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
jt3q8k1gh2,地点,202,传送点,,-716,-2811,G,1743570238886,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1r8bg9p8xj5,地点,202,传送点,挽风屏障的魔力之源,-1108,-2355,G,1743570294977,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
51ebr14m6u,地点,202,传送点,风眠圣所的魔力之源,-768,-1608,G,1743570634326,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
2ib40tulcze,地点,202,传送点,风息山口的魔力之源,-439,-1041,G,1743570700026,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1ybjbpbokd7,地点,202,传送点,回填山涧的魔力之源,-578,-187,G,1743570770971,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
ty7hpejne4,地点,202,传送点,采邑地的魔力之源,-426,79,G,1743570771756,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1azfwqfe7cc,地点,202,传送点,甜水农庄的魔力之源,-846,380,G,1743570981804,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
gno89mo4wj,地点,202,传送点,银蛇河口的魔力之源,-630,1425,G,1743571036371,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
21rlnhf5293,地点,202,传送点,咕嘟咕嘟浅滩的魔力之源,110,1406,G,1743571090855,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
250kre2wtaz,地点,202,传送点,岚语峰西侧的魔力之源,-1607,-2806,G,1743571289691,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1ap65sveyx,地点,202,传送点,星霜崖地的魔力之源,-1900,-1945,G,1743571365257,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1xj6g7lm126,地点,202,传送点,圣羽祭台的魔力之源,-1716,-1137,G,1743571427295,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
1ebymkt5jxr,地点,202,传送点,旧飞艇航道的魔力之源,-1312,-979,G,1743571484975,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
5fkshdpaja,地点,202,传送点,黑水峡的魔力之源,-1338,54,G,1745716081302,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
19swmhav6ya,地点,202,传送点,恶水沼泽的魔力之源,-1211,-398,G,1745716126450,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
26sdr8gk12l,地点,202,传送点,独角兽领地的魔力之源,-801,-302,G,1745716339309,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/202/json?action=raw
175757f82fg,地点,203,炼金台,炼金台,895,-1366,G,1743568173388,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
1ktwue2pgay,地点,203,炼金台,炼金台,906,-1835,G,1743568541898,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
sdhqpwidz8,地点,203,炼金台,炼金台,1076,943,G,1743568902980,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
1st1795g0xp,地点,203,炼金台,炼金台,-485,1860,G,1743569076669,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
nufpogjqym,地点,203,炼金台,,-1734,-2966,G,1743661600574,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
2ko6nck3y32,地点,203,炼金台,,-1870,-1682,G,1743661622094,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
xhtfgpq9ut,地点,203,炼金台,,-1091,-1606,G,1743661653349,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
1ym65jz86dd,地点,203,炼金台,,-600,-2152,G,1743661674817,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
qlorwj7se5,地点,203,炼金台,,69,-2340,G,1743661690493,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
xe9tizyuj7,地点,203,炼金台,,-666,-940,G,1743661730323,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
4g4o68jq2b,地点,203,炼金台,,200,-885,G,1743661779635,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
1g07zjhnzfr,地点,203,炼金台,,-367,-344,G,1743661817895,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
1vntvgh392l,地点,203,炼金台,,-208,545,G,1743661830573,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
18fa2fahqe0,地点,203,炼金台,,-982,560,G,1743661843928,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
16gdvoycjcq,地点,203,炼金台,,-501,935,G,1743661858554,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
rai1gjzbbz,地点,203,炼金台,,192,2581,G,1743661877023,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
2ib40vcw2xs,地点,203,炼金台,,-7,1033,G,1743661899487,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
zyfnvn2r2q,地点,203,炼金台,,210,315,G,1743661914258,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
jwnc7sfwd0,地点,203,炼金台,,314,-490,G,1743661934996,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
1nhmbny5bil,地点,203,炼金台,,-1066,-136,G,1745716156301,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/203/json?action=raw
7axc9c0s2b,地点,204,副本,海枝枝的守护地,1276,-1865,G,1743498944019,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1jcqpcbgbii,地点,204,副本,恩佐的临时实验室,1278,-1402,G,1743568308554,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1ahpv4yi8km,地点,204,副本,琉璃水母的守护地,1334,-600,G,1743759351271,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
10uc5jakuyz,地点,204,副本,九幽菇的守护地,493,-843,G,1744157794252,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
2jhnccrx0lm,地点,204,副本,迷迷箱怪的守护地,-581,-1904,G,1744194899018,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
11mp11ny38g,地点,204,副本,鳗尾兽的守护地,-1103,-2663,G,1744196268000,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1sf87fuvee,地点,204,副本,精灵矿工,-946,-971,G,1744360695158,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
4joafiiery,地点,204,副本,浮落幽谷,-1102,-2229,G,1744360761678,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1xq9og37get,地点,204,副本,尖嘴狐仙的守护地,-1622,-2520,G,1744360813013,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
17xk129nxwm,地点,204,副本,雪灵的守护地,-1985,-1464,G,1744360918118,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1slxzqtbb26,地点,204,副本,风眠圣所,-1260,-1757,G,1744360989118,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
8hgnw70552,地点,204,副本,皇家狮鹫的守护地,-298,-14,G,1744361074950,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
2ot2908izpa,地点,204,副本,叮叮恶魔的守护地,762,349,G,1744361176382,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1cr8vyeg78e,地点,204,副本,地下管道,1260,1040,G,1744361270942,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
2cavv271hh9,地点,204,副本,水晶屋,1347,941,G,1744361319869,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1gw4haihdwt,地点,204,副本,彼得大道下水道入口,1446,1357,G,1744361458349,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1jcqppgdcp9,地点,204,副本,圆号鱼的守护地,274,989,G,1744362628493,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1mwcnf9tfud,地点,204,副本,上升管道,220,1710,地下,1744363252341,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1ascp83luat,地点,204,副本,斑枭的守护地,-152,1421,G,1744363470757,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
2b7w5rcjoyk,地点,204,副本,大隐于市,-525,1817,G,1744363654428,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1v9ng1f0z3i,地点,204,副本,晶石蜗的守护地,378,489,G,1744375948462,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
1r8bgn0y5v8,地点,204,副本,镜中世界,-830,954,G,1744376008244,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
26anoxpja8t,地点,204,副本,石冠王蜥的守护地,-635,1184,G,1744376035229,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
27vdgjcc7nj,地点,204,副本,怖哭菇的守护地,-984,-40,G,1745716169151,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
203cbjpkt1q,地点,204,副本,古拉多的守护地,-1528,-171,G,1745716241678,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
257oeffhwhj,地点,204,副本,幻影屋,814,-1323,G,1776580733367,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/204/json?action=raw
291wqsf552q,地点,205,服装店,皮卡服装店,890,-1293,G,1743568127986,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/205/json?action=raw
1v63tqcmtsz,地点,205,服装店,皮卡服装店,1286,1122,G,1743568749667,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/205/json?action=raw
m66cpqrf3p,地点,205,服装店,皮卡服装店,-607,1822,G,1743569126197,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/205/json?action=raw
q3yq6ehlfk,地点,206,商店,安妮商店,825,-1325,G,1743568153793,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
omsl4nv332,地点,206,商店,精灵道具店,1242,1044,G,1743568975966,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
14vo4ny90sc,地点,206,商店,精灵道具店,-566,1724,G,1743569185340,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
t5v1j1osop,地点,206,商店,月兔酒馆商店,463,1779,B1,1776910484537,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
1pk2inwhmkf,地点,206,商店,兰斯洛特商店,-500,1720,G,1776910624895,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
27a478xv8ys,地点,206,商店,白银骑士团商店,-512,1705,G,1776910626852,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
20s5zfmr7av,地点,206,商店,易西商店,-1517,-2723,G,1776910950327,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
piphvj42gm,地点,206,商店,萌萌商店,182,-804,G,1776911000694,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
6ikw469180,地点,206,商店,工匠协会商店,520,483,G,1776911025264,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
actnn4s3s2,地点,206,商店,万事通商店,834,-1342,G,1776911077922,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
19pdevhr2hf,地点,206,商店,博得商店,895,-1346,G,1776911118931,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
22gfcctl6w1,地点,206,商店,鹅鹅鹅长椅,884,-1324,G,1776911123233,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
2o49eejabss,地点,206,商店,可丽希亚商店,901,-1533,G,1776911148348,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
2kdk8talnh0,地点,206,商店,菲尔特商店,896,-1534,G,1776911157267,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
klh11oya51,地点,206,商店,福尔摩斯侦探社商店,1485,1090,G,1776911373269,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/206/json?action=raw
1vux3du87n4,地点,207,扭蛋机,音乐唱片,-149,909,G,1743778601648,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
1y4g3xbxh07,地点,207,扭蛋机,可可果,835,-1354,G,1743778812759,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
14aehzovg4f,地点,207,扭蛋机,恶系灵石,-1400,-328,G,1745627502431,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
1kfqflez7ii,地点,207,扭蛋机,国王球套餐,-537,1959,G,1745636991690,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
2poyravsil8,地点,207,扭蛋机,,675,-169,G,1746247377949,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
1ltcyzjq58j,地点,207,扭蛋机,冬羽雀蛋,-1738,-2942,G,1746247433219,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
weu3aztery,地点,207,扭蛋机,,1324,923,G,1772272184078,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
vbufsf135u,地点,207,扭蛋机,羽翼的 粉末,-807,-1647,G,1776160658754,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
1zw9hnrvntj,地点,207,扭蛋机,咕噜噜的 宇宙,-110,-1670,G,1776160821591,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
t2bf8xkvpb,地点,207,扭蛋机,故障 机器人,554,1858,G,1776160870015,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
2jl7cz5gycy,地点,207,扭蛋机,矿石 大亨,848,173,G,1776160924402,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/207/json?action=raw
xzjh49qcfj,地点,208,重量解谜,精灵称重,891,-1789,G,1743599446639,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
mgt6jed2o8,地点,208,重量解谜,,1025,-1281,G,1743599659208,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
1bh5yi4rexx,地点,208,重量解谜,,1292,-684,G,1743759650917,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
9nzz1dkqfp,地点,208,重量解谜,,-114,-1463,G,1744154280918,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
ealmadmzgi,地点,208,重量解谜,,-95,884,G,1744656658946,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
26vxd0flrqp,地点,208,重量解谜,,12,-910,G,1745369063089,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
21df8kr2nb9,地点,208,重量解谜,,-32,-1390,G,1745397108101,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
2dhf6ry0xmx,地点,208,重量解谜,,-817,2420,G,1745398134857,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
45hv5swtgu,地点,208,重量解谜,,-647,2401,G,1745398144302,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
41y9eqdxy4,地点,208,重量解谜,,1685,836,G,1745800048412,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
70ajo55fvj,地点,208,重量解谜,,327,-2180,G,1746157024416,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
1z3w8f9hz0c,地点,208,重量解谜,,-262,-606,G,1746243637372,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
2jzdpschkfc,地点,208,重量解谜,,1221,1432,G,1769771306408,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
xaqjntug6q,地点,208,重量解谜,,1273,1243,G,1769937114738,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/208/json?action=raw
2gfrgbhgdzv,地点,209,小游戏,,-966,-2128,G,1744190826459,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
1qn1sxpsy9g,地点,209,小游戏,,-1274,-1595,G,1744194107764,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
k7a69s66d2,地点,209,小游戏,,-1427,-2841,G,1744196568502,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
2h84bwfts10,地点,209,小游戏,,1195,-1467,G,1744385511972,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
1y4g47kdpob,地点,209,小游戏,,1078,-1102,G,1744397669180,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
klgm89vqfk,地点,209,小游戏,,7,766,G,1744657588369,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
20olyoj10y2,地点,209,小游戏,,-148,2264,G,1744659099146,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
1xq9opc4ybu,地点,209,小游戏,,-579,-1207,G,1744920008394,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
ppsbdlyh9s,地点,209,小游戏,,-1002,-1961,G,1745628538096,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
2lczxt8sbq0,地点,209,小游戏,,-352,2006,G,1745636890201,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
24thkpd3ixy,地点,209,小游戏,,-712,530,G,1746154206118,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
4job97nz79,地点,209,小游戏,,849,-2073,G,1746156530934,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
1w20cmzsoxt,地点,209,小游戏,,0,854,G,1746785036353,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
1cnpn78h0q6,地点,209,小游戏,,752,2448,G,1773055545838,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
imkterv978,地点,209,小游戏,,1369,1059,G,1774941299540,4,https://wiki.biligame.com/rocom/Data:Mapnew/type/209/json?action=raw
